Scaffold	Scaffold_Size	Chr	Start	End
scaffold_1313	6012	chrUn	60000410	60006421
scaffold_1314	5320	chrUn	60007422	60012741
scaffold_1315	5319	chrUn	60013742	60019060
scaffold_1316	5317	chrUn	60020061	60025377
scaffold_1317	5314	chrUn	60026378	60031691
scaffold_1318	5313	chrUn	60032692	60038004
scaffold_1319	5311	chrUn	60039005	60044315
scaffold_1320	5406	chrUn	60045316	60050721
scaffold_1321	5305	chrUn	60051722	60057026
scaffold_1322	6048	chrUn	60058027	60064074
scaffold_1323	5303	chrUn	60065075	60070377
scaffold_1324	6072	chrUn	60071378	60077449
scaffold_1325	5288	chrUn	60078450	60083737
scaffold_1326	5277	chrUn	60084738	60090014
scaffold_1327	5420	chrUn	60091015	60096434
scaffold_1328	5264	chrUn	60097435	60102698
scaffold_1329	5256	chrUn	60103699	60108954
scaffold_1330	6325	chrUn	60109955	60116279
scaffold_1331	5228	chrUn	60117280	60122507
scaffold_1332	5322	chrUn	60123508	60128829
scaffold_1333	5678	chrUn	60129830	60135507
scaffold_1334	5208	chrUn	60136508	60141715
scaffold_1335	5207	chrUn	60142716	60147922
scaffold_1336	5204	chrUn	60148923	60154126
scaffold_1337	5203	chrUn	60155127	60160329
scaffold_1338	5820	chrUn	60161330	60167149
scaffold_1339	6436	chrUn	60168150	60174585
scaffold_1340	5198	chrUn	60175586	60180783
scaffold_1341	5196	chrUn	60181784	60186979
scaffold_1342	5295	chrUn	60187980	60193274
scaffold_1343	5187	chrUn	60194275	60199461
scaffold_1344	5184	chrUn	60200462	60205645
scaffold_1345	5180	chrUn	60206646	60211825
scaffold_1346	5178	chrUn	60212826	60218003
scaffold_1347	5177	chrUn	60219004	60224180
scaffold_1348	5159	chrUn	60225181	60230339
scaffold_1349	5546	chrUn	60231340	60236885
scaffold_1350	5757	chrUn	60237886	60243642
scaffold_1351	5137	chrUn	60244643	60249779
scaffold_1352	5136	chrUn	60250780	60255915
scaffold_1353	5135	chrUn	60256916	60262050
scaffold_1354	5123	chrUn	60263051	60268173
scaffold_1355	5119	chrUn	60269174	60274292
scaffold_1356	5117	chrUn	60275293	60280409
scaffold_1357	5223	chrUn	60281410	60286632
scaffold_1358	5106	chrUn	60287633	60292738
scaffold_1359	5640	chrUn	60293739	60299378
scaffold_1360	5209	chrUn	60300379	60305587
scaffold_1361	5704	chrUn	60306588	60312291
scaffold_1362	5080	chrUn	60313292	60318371
scaffold_1363	5079	chrUn	60319372	60324450
scaffold_1364	5748	chrUn	60325451	60331198
scaffold_1365	5171	chrUn	60332199	60337369
scaffold_1366	5705	chrUn	60338370	60344074
scaffold_1367	5042	chrUn	60345075	60350116
scaffold_1368	5038	chrUn	60351117	60356154
scaffold_1369	5025	chrUn	60357155	60362179
scaffold_1370	5899	chrUn	60363180	60369078
scaffold_1371	5007	chrUn	60370079	60375085
scaffold_1372	5096	chrUn	60376086	60381181
scaffold_1373	5757	chrUn	60382182	60387938
scaffold_1374	4975	chrUn	60388939	60393913
scaffold_1375	4969	chrUn	60394914	60399882
scaffold_1376	5184	chrUn	60400883	60406066
scaffold_1377	5227	chrUn	60407067	60412293
scaffold_1378	5987	chrUn	60413294	60419280
scaffold_1379	5023	chrUn	60420281	60425303
scaffold_1380	5145	chrUn	60426304	60431448
scaffold_1381	4919	chrUn	60432449	60437367
scaffold_1382	7893	chrUn	60438368	60446260
scaffold_1383	5111	chrUn	60447261	60452371
scaffold_1384	4903	chrUn	60453372	60458274
scaffold_1385	5407	chrUn	60459275	60464681
scaffold_1386	4895	chrUn	60465682	60470576
scaffold_1387	4884	chrUn	60471577	60476460
scaffold_1388	4883	chrUn	60477461	60482343
scaffold_1389	4966	chrUn	60483344	60488309
scaffold_1390	6395	chrUn	60489310	60495704
scaffold_1391	6435	chrUn	60496705	60503139
scaffold_1392	4847	chrUn	60504140	60508986
scaffold_1393	4842	chrUn	60509987	60514828
scaffold_1394	5223	chrUn	60515829	60521051
scaffold_1395	4780	chrUn	60522052	60526831
scaffold_1396	4780	chrUn	60527832	60532611
scaffold_1397	4873	chrUn	60533612	60538484
scaffold_1398	5051	chrUn	60539485	60544535
scaffold_1399	5771	chrUn	60545536	60551306
scaffold_1400	6036	chrUn	60552307	60558342
scaffold_1401	4761	chrUn	60559343	60564103
scaffold_1402	4754	chrUn	60565104	60569857
scaffold_1403	5217	chrUn	60570858	60576074
scaffold_1404	5754	chrUn	60577075	60582828
scaffold_1405	5740	chrUn	60583829	60589568
scaffold_1406	4739	chrUn	60590569	60595307
scaffold_1407	4739	chrUn	60596308	60601046
scaffold_1408	4879	chrUn	60602047	60606925
scaffold_1409	4733	chrUn	60607926	60612658
scaffold_1410	4732	chrUn	60613659	60618390
scaffold_1411	4696	chrUn	60619391	60624086
scaffold_1412	5608	chrUn	60625087	60630694
scaffold_1413	4678	chrUn	60631695	60636372
scaffold_1414	5527	chrUn	60637373	60642899
scaffold_1415	5085	chrUn	60643900	60648984
scaffold_1416	4642	chrUn	60649985	60654626
scaffold_1417	5978	chrUn	60655627	60661604
scaffold_1418	5685	chrUn	60662605	60668289
scaffold_1419	6071	chrUn	60669290	60675360
scaffold_1420	5030	chrUn	60676361	60681390
scaffold_1421	4881	chrUn	60682391	60687271
scaffold_1422	4594	chrUn	60688272	60692865
scaffold_1423	4739	chrUn	60693866	60698604
scaffold_1424	5191	chrUn	60699605	60704795
scaffold_1425	5848	chrUn	60705796	60711643
scaffold_1426	4564	chrUn	60712644	60717207
scaffold_1427	5136	chrUn	60718208	60723343
scaffold_1428	4545	chrUn	60724344	60728888
scaffold_1429	5575	chrUn	60729889	60735463
scaffold_1430	4534	chrUn	60736464	60740997
scaffold_1431	5533	chrUn	60741998	60747530
scaffold_1432	4521	chrUn	60748531	60753051
scaffold_1433	4515	chrUn	60754052	60758566
scaffold_1434	4501	chrUn	60759567	60764067
scaffold_1435	4472	chrUn	60765068	60769539
scaffold_1436	4458	chrUn	60770540	60774997
scaffold_1437	4550	chrUn	60775998	60780547
scaffold_1438	5040	chrUn	60781548	60786587
scaffold_1439	4445	chrUn	60787588	60792032
scaffold_1440	6437	chrUn	60793033	60799469
scaffold_1441	4431	chrUn	60800470	60804900
scaffold_1442	4566	chrUn	60805901	60810466
scaffold_1443	5497	chrUn	60811467	60816963
scaffold_1444	4506	chrUn	60817964	60822469
scaffold_1445	5124	chrUn	60823470	60828593
scaffold_1446	4382	chrUn	60829594	60833975
scaffold_1447	5464	chrUn	60834976	60840439
scaffold_1448	5821	chrUn	60841440	60847260
scaffold_1449	5571	chrUn	60848261	60853831
scaffold_1450	4657	chrUn	60854832	60859488
scaffold_1451	4932	chrUn	60860489	60865420
scaffold_1452	5533	chrUn	60866421	60871953
scaffold_1453	5608	chrUn	60872954	60878561
scaffold_1454	5071	chrUn	60879562	60884632
scaffold_1455	4295	chrUn	60885633	60889927
scaffold_1456	4377	chrUn	60890928	60895304
scaffold_1457	4274	chrUn	60896305	60900578
scaffold_1458	4926	chrUn	60901579	60906504
scaffold_1459	6221	chrUn	60907505	60913725
scaffold_1460	4642	chrUn	60914726	60919367
scaffold_1461	4941	chrUn	60920368	60925308
scaffold_1462	4995	chrUn	60926309	60931303
scaffold_1463	5163	chrUn	60932304	60937466
scaffold_1464	5376	chrUn	60938467	60943842
scaffold_1465	5604	chrUn	60944843	60950446
scaffold_1466	5222	chrUn	60951447	60956668
scaffold_1467	6412	chrUn	60957669	60964080
scaffold_1468	4994	chrUn	60965081	60970074
scaffold_1469	5256	chrUn	60971075	60976330
scaffold_1470	5287	chrUn	60977331	60982617
scaffold_1471	5277	chrUn	60983618	60988894
scaffold_1472	5630	chrUn	60989895	60995524
scaffold_1473	4066	chrUn	60996525	61000590
scaffold_1474	4553	chrUn	61001591	61006143
scaffold_1475	5760	chrUn	61007144	61012903
scaffold_1476	4280	chrUn	61013904	61018183
scaffold_1477	6023	chrUn	61019184	61025206
scaffold_1478	4739	chrUn	61026207	61030945
scaffold_1479	4835	chrUn	61031946	61036780
scaffold_1480	5474	chrUn	61037781	61043254
scaffold_1481	5491	chrUn	61044255	61049745
scaffold_1482	5565	chrUn	61050746	61056310
scaffold_1483	4559	chrUn	61057311	61061869
scaffold_1484	6425	chrUn	61062870	61069294
scaffold_1485	5404	chrUn	61070295	61075698
scaffold_1486	5436	chrUn	61076699	61082134
scaffold_1487	3979	chrUn	61083135	61087113
scaffold_1488	5430	chrUn	61088114	61093543
scaffold_1489	4215	chrUn	61094544	61098758
scaffold_1490	3941	chrUn	61099759	61103699
scaffold_1491	4057	chrUn	61104700	61108756
scaffold_1492	5344	chrUn	61109757	61115100
scaffold_1493	4095	chrUn	61116101	61120195
scaffold_1494	4651	chrUn	61121196	61125846
scaffold_1495	3910	chrUn	61126847	61130756
scaffold_1496	5000	chrUn	61131757	61136756
scaffold_1497	4646	chrUn	61137757	61142402
scaffold_1498	5259	chrUn	61143403	61148661
scaffold_1499	4623	chrUn	61149662	61154284
scaffold_1500	5474	chrUn	61155285	61160758
scaffold_1501	5240	chrUn	61161759	61166998
scaffold_1502	4574	chrUn	61167999	61172572
scaffold_1503	5746	chrUn	61173573	61179318
scaffold_1504	5273	chrUn	61180319	61185591
scaffold_1505	4994	chrUn	61186592	61191585
scaffold_1506	5336	chrUn	61192586	61197921
scaffold_1507	4696	chrUn	61198922	61203617
scaffold_1508	4650	chrUn	61204618	61209267
scaffold_1509	5146	chrUn	61210268	61215413
scaffold_1510	3867	chrUn	61216414	61220280
scaffold_1511	3728	chrUn	61221281	61225008
scaffold_1512	5123	chrUn	61226009	61231131
scaffold_1513	5214	chrUn	61232132	61237345
scaffold_1514	5360	chrUn	61238346	61243705
scaffold_1515	5147	chrUn	61244706	61249852
scaffold_1516	3643	chrUn	61250853	61254495
scaffold_1517	5506	chrUn	61255496	61261001
scaffold_1518	4302	chrUn	61262002	61266303
scaffold_1519	3595	chrUn	61267304	61270898
scaffold_1520	5804	chrUn	61271899	61277702
scaffold_1521	4274	chrUn	61278703	61282976
scaffold_1522	4016	chrUn	61283977	61287992
scaffold_1523	5615	chrUn	61288993	61294607
scaffold_1524	5323	chrUn	61295608	61300930
scaffold_1525	5436	chrUn	61301931	61307366
scaffold_1526	3900	chrUn	61308367	61312266
scaffold_1527	3462	chrUn	61313267	61316728
scaffold_1528	4595	chrUn	61317729	61322323
scaffold_1529	3448	chrUn	61323324	61326771
scaffold_1530	4617	chrUn	61327772	61332388
scaffold_1531	4769	chrUn	61333389	61338157
scaffold_1532	5034	chrUn	61339158	61344191
scaffold_1533	4712	chrUn	61345192	61349903
scaffold_1534	4926	chrUn	61350904	61355829
scaffold_1535	4957	chrUn	61356830	61361786
scaffold_1536	13110	chrUn	61362787	61375896
scaffold_1537	4800	chrUn	61376897	61381696
scaffold_1538	3312	chrUn	61382697	61386008
scaffold_1539	4946	chrUn	61387009	61391954
scaffold_1540	3286	chrUn	61392955	61396240
scaffold_1541	5244	chrUn	61397241	61402484
scaffold_1542	5374	chrUn	61403485	61408858
scaffold_1543	4825	chrUn	61409859	61414683
scaffold_1544	4927	chrUn	61415684	61420610
scaffold_1545	3234	chrUn	61421611	61424844
scaffold_1546	3836	chrUn	61425845	61429680
scaffold_1547	4688	chrUn	61430681	61435368
scaffold_1548	3304	chrUn	61436369	61439672
scaffold_1549	4188	chrUn	61440673	61444860
scaffold_1550	5142	chrUn	61445861	61451002
scaffold_1551	4411	chrUn	61452003	61456413
scaffold_1552	3665	chrUn	61457414	61461078
scaffold_1553	6040	chrUn	61462079	61468118
scaffold_1554	4855	chrUn	61469119	61473973
scaffold_1555	3124	chrUn	61474974	61478097
scaffold_1556	5190	chrUn	61479098	61484287
scaffold_1557	4904	chrUn	61485288	61490191
scaffold_1558	5093	chrUn	61491192	61496284
scaffold_1559	5502	chrUn	61497285	61502786
scaffold_1560	4697	chrUn	61503787	61508483
scaffold_1561	4108	chrUn	61509484	61513591
scaffold_1562	4853	chrUn	61514592	61519444
scaffold_1563	5006	chrUn	61520445	61525450
scaffold_1564	4567	chrUn	61526451	61531017
scaffold_1565	5867	chrUn	61532018	61537884
scaffold_1566	4900	chrUn	61538885	61543784
scaffold_1567	4394	chrUn	61544785	61549178
scaffold_1568	5092	chrUn	61550179	61555270
scaffold_1569	4174	chrUn	61556271	61560444
scaffold_1570	2975	chrUn	61561445	61564419
scaffold_1571	5015	chrUn	61565420	61570434
scaffold_1572	4965	chrUn	61571435	61576399
scaffold_1573	7967	chrUn	61577400	61585366
scaffold_1574	5131	chrUn	61586367	61591497
scaffold_1575	4838	chrUn	61592498	61597335
scaffold_1576	4380	chrUn	61598336	61602715
scaffold_1577	4634	chrUn	61603716	61608349
scaffold_1578	3696	chrUn	61609350	61613045
scaffold_1579	4907	chrUn	61614046	61618952
scaffold_1580	2860	chrUn	61619953	61622812
scaffold_1581	4767	chrUn	61623813	61628579
scaffold_1582	2816	chrUn	61629580	61632395
scaffold_1583	4649	chrUn	61633396	61638044
scaffold_1584	2811	chrUn	61639045	61641855
scaffold_1585	4907	chrUn	61642856	61647762
scaffold_1586	5137	chrUn	61648763	61653899
scaffold_1587	3797	chrUn	61654900	61658696
scaffold_1588	4780	chrUn	61659697	61664476
scaffold_1589	2781	chrUn	61665477	61668257
scaffold_1590	4525	chrUn	61669258	61673782
scaffold_1591	4796	chrUn	61674783	61679578
scaffold_1592	2778	chrUn	61680579	61683356
scaffold_1593	4976	chrUn	61684357	61689332
scaffold_1594	3228	chrUn	61690333	61693560
scaffold_1595	4616	chrUn	61694561	61699176
scaffold_1596	4798	chrUn	61700177	61704974
scaffold_1597	4682	chrUn	61705975	61710656
scaffold_1598	4980	chrUn	61711657	61716636
scaffold_1599	4534	chrUn	61717637	61722170
scaffold_1600	2700	chrUn	61723171	61725870
scaffold_1601	4783	chrUn	61726871	61731653
scaffold_1602	4849	chrUn	61732654	61737502
scaffold_1603	4800	chrUn	61738503	61743302
scaffold_1604	2582	chrUn	61744303	61746884
scaffold_1605	5066	chrUn	61747885	61752950
scaffold_1606	3565	chrUn	61753951	61757515
scaffold_1607	4380	chrUn	61758516	61762895
scaffold_1608	2510	chrUn	61763896	61766405
scaffold_1609	4447	chrUn	61767406	61771852
scaffold_1610	2478	chrUn	61772853	61775330
scaffold_1611	5001	chrUn	61776331	61781331
scaffold_1612	4507	chrUn	61782332	61786838
scaffold_1613	4792	chrUn	61787839	61792630
scaffold_1614	4555	chrUn	61793631	61798185
scaffold_1615	3432	chrUn	61799186	61802617
scaffold_1616	2451	chrUn	61803618	61806068
scaffold_1617	2445	chrUn	61807069	61809513
scaffold_1618	4381	chrUn	61810514	61814894
scaffold_1619	4241	chrUn	61815895	61820135
scaffold_1620	4331	chrUn	61821136	61825466
scaffold_1621	4581	chrUn	61826467	61831047
scaffold_1622	4198	chrUn	61832048	61836245
scaffold_1623	4781	chrUn	61837246	61842026
scaffold_1624	4881	chrUn	61843027	61847907
scaffold_1625	4857	chrUn	61848908	61853764
scaffold_1626	4672	chrUn	61854765	61859436
scaffold_1627	3473	chrUn	61860437	61863909
scaffold_1628	2297	chrUn	61864910	61867206
scaffold_1629	2294	chrUn	61868207	61870500
scaffold_1630	2269	chrUn	61871501	61873769
scaffold_1631	4658	chrUn	61874770	61879427
scaffold_1632	2570	chrUn	61880428	61882997
scaffold_1633	2206	chrUn	61883998	61886203
scaffold_1634	4750	chrUn	61887204	61891953
scaffold_1635	2174	chrUn	61892954	61895127
scaffold_1636	8481	chrUn	61896128	61904608
scaffold_1637	4476	chrUn	61905609	61910084
scaffold_1638	2139	chrUn	61911085	61913223
scaffold_1639	2136	chrUn	61914224	61916359
scaffold_1640	4558	chrUn	61917360	61921917
scaffold_1641	4684	chrUn	61922918	61927601
scaffold_1642	4435	chrUn	61928602	61933036
scaffold_1643	4216	chrUn	61934037	61938252
scaffold_1644	2074	chrUn	61939253	61941326
scaffold_1645	5111	chrUn	61942327	61947437
scaffold_1646	4448	chrUn	61948438	61952885
scaffold_1647	2053	chrUn	61953886	61955938
scaffold_1648	2047	chrUn	61956939	61958985
scaffold_1649	4274	chrUn	61959986	61964259
scaffold_1650	4232	chrUn	61965260	61969491
scaffold_1651	4304	chrUn	61970492	61974795
scaffold_1652	1970	chrUn	61975796	61977765
scaffold_1653	1924	chrUn	61978766	61980689
scaffold_1654	4269	chrUn	61981690	61985958
scaffold_1655	1896	chrUn	61986959	61988854
scaffold_1656	1892	chrUn	61989855	61991746
scaffold_1657	1879	chrUn	61992747	61994625
scaffold_1658	7515	chrUn	61995626	62003140
scaffold_1659	4344	chrUn	62004141	62008484
scaffold_1660	1830	chrUn	62009485	62011314
scaffold_1661	1827	chrUn	62012315	62014141
scaffold_1662	1826	chrUn	62015142	62016967
scaffold_1663	1802	chrUn	62017968	62019769
scaffold_1664	1784	chrUn	62020770	62022553
scaffold_1665	4186	chrUn	62023554	62027739
scaffold_1666	1774	chrUn	62028740	62030513
scaffold_1667	4467	chrUn	62031514	62035980
scaffold_1668	1745	chrUn	62036981	62038725
scaffold_1669	2438	chrUn	62039726	62042163
scaffold_1670	1736	chrUn	62043164	62044899
scaffold_1671	1734	chrUn	62045900	62047633
scaffold_1672	4218	chrUn	62048634	62052851
scaffold_1673	4518	chrUn	62053852	62058369
scaffold_1674	1639	chrUn	62059370	62061008
scaffold_1675	1627	chrUn	62062009	62063635
scaffold_1676	1622	chrUn	62064636	62066257
scaffold_1677	1616	chrUn	62067258	62068873
scaffold_1678	1615	chrUn	62069874	62071488
scaffold_1679	4616	chrUn	62072489	62077104
scaffold_1680	1569	chrUn	62078105	62079673
scaffold_1681	1558	chrUn	62080674	62082231
scaffold_1682	1552	chrUn	62083232	62084783
scaffold_1683	1542	chrUn	62085784	62087325
scaffold_1684	4453	chrUn	62088326	62092778
scaffold_1685	1523	chrUn	62093779	62095301
scaffold_1686	1521	chrUn	62096302	62097822
scaffold_1687	1514	chrUn	62098823	62100336
scaffold_1688	1483	chrUn	62101337	62102819
scaffold_1689	1466	chrUn	62103820	62105285
scaffold_1690	1458	chrUn	62106286	62107743
scaffold_1691	8963	chrUn	62108744	62117706
scaffold_1692	1439	chrUn	62118707	62120145
scaffold_1693	1436	chrUn	62121146	62122581
scaffold_1694	1436	chrUn	62123582	62125017
scaffold_1695	1428	chrUn	62126018	62127445
scaffold_1696	1420	chrUn	62128446	62129865
scaffold_1697	1411	chrUn	62130866	62132276
scaffold_1698	1372	chrUn	62133277	62134648
scaffold_1699	1371	chrUn	62135649	62137019
scaffold_1700	1371	chrUn	62138020	62139390
scaffold_1701	1332	chrUn	62140391	62141722
scaffold_1702	1330	chrUn	62142723	62144052
scaffold_1703	1322	chrUn	62145053	62146374
scaffold_1704	1321	chrUn	62147375	62148695
scaffold_1705	1309	chrUn	62149696	62151004
scaffold_1706	1298	chrUn	62152005	62153302
scaffold_1707	1276	chrUn	62154303	62155578
scaffold_1708	1274	chrUn	62156579	62157852
scaffold_1709	1268	chrUn	62158853	62160120
scaffold_1710	1265	chrUn	62161121	62162385
scaffold_1711	1260	chrUn	62163386	62164645
scaffold_1712	1246	chrUn	62165646	62166891
scaffold_1713	1246	chrUn	62167892	62169137
scaffold_1714	1226	chrUn	62170138	62171363
scaffold_1715	1218	chrUn	62172364	62173581
scaffold_1716	1209	chrUn	62174582	62175790
scaffold_1717	1208	chrUn	62176791	62177998
scaffold_1718	1202	chrUn	62178999	62180200
scaffold_1719	1188	chrUn	62181201	62182388
scaffold_1720	1186	chrUn	62183389	62184574
scaffold_1721	1184	chrUn	62185575	62186758
scaffold_1722	1180	chrUn	62187759	62188938
scaffold_1723	1166	chrUn	62189939	62191104
scaffold_1724	1151	chrUn	62192105	62193255
scaffold_1725	1144	chrUn	62194256	62195399
scaffold_1726	1130	chrUn	62196400	62197529
scaffold_1727	1123	chrUn	62198530	62199652
scaffold_1728	1121	chrUn	62200653	62201773
scaffold_1729	1113	chrUn	62202774	62203886
scaffold_1730	1102	chrUn	62204887	62205988
scaffold_1731	1097	chrUn	62206989	62208085
scaffold_1732	1077	chrUn	62209086	62210162
scaffold_1733	1077	chrUn	62211163	62212239
scaffold_1734	1065	chrUn	62213240	62214304
scaffold_1735	1053	chrUn	62215305	62216357
scaffold_1736	1048	chrUn	62217358	62218405
scaffold_1737	1046	chrUn	62219406	62220451
scaffold_1738	1043	chrUn	62221452	62222494
scaffold_1739	1040	chrUn	62223495	62224534
scaffold_1740	1028	chrUn	62225535	62226562
scaffold_1741	1018	chrUn	62227563	62228580
scaffold_1742	1012	chrUn	62229581	62230592
scaffold_1743	1007	chrUn	62231593	62232599
scaffold_1744	1005	chrUn	62233600	62234604
scaffold_1745	1003	chrUn	62235605	62236607
scaffold_1746	1001	chrUn	62237608	62238608
scaffold_1747	993	chrUn	62239609	62240601
scaffold_1748	982	chrUn	62241602	62242583
scaffold_1749	981	chrUn	62243584	62244564
scaffold_1750	978	chrUn	62245565	62246542
scaffold_1751	968	chrUn	62247543	62248510
scaffold_1752	952	chrUn	62249511	62250462
scaffold_1753	945	chrUn	62251463	62252407
scaffold_1754	941	chrUn	62253408	62254348
scaffold_1755	924	chrUn	62255349	62256272
scaffold_1756	924	chrUn	62257273	62258196
scaffold_1757	924	chrUn	62259197	62260120
scaffold_1758	922	chrUn	62261121	62262042
scaffold_1759	921	chrUn	62263043	62263963
scaffold_1760	917	chrUn	62264964	62265880
scaffold_1761	912	chrUn	62266881	62267792
scaffold_1762	889	chrUn	62268793	62269681
scaffold_1763	879	chrUn	62270682	62271560
scaffold_1764	875	chrUn	62272561	62273435
scaffold_1765	875	chrUn	62274436	62275310
scaffold_1766	873	chrUn	62276311	62277183
scaffold_1767	865	chrUn	62278184	62279048
scaffold_1768	865	chrUn	62280049	62280913
scaffold_1769	862	chrUn	62281914	62282775
scaffold_1770	859	chrUn	62283776	62284634
scaffold_1771	857	chrUn	62285635	62286491
scaffold_1772	854	chrUn	62287492	62288345
scaffold_1773	853	chrUn	62289346	62290198
scaffold_1774	842	chrUn	62291199	62292040
scaffold_1775	840	chrUn	62293041	62293880
scaffold_1776	839	chrUn	62294881	62295719
scaffold_1777	838	chrUn	62296720	62297557
scaffold_1778	835	chrUn	62298558	62299392
scaffold_1779	833	chrUn	62300393	62301225
scaffold_1780	832	chrUn	62302226	62303057
scaffold_1781	830	chrUn	62304058	62304887
scaffold_1782	828	chrUn	62305888	62306715
scaffold_1783	826	chrUn	62307716	62308541
scaffold_1784	826	chrUn	62309542	62310367
scaffold_1785	822	chrUn	62311368	62312189
scaffold_1786	819	chrUn	62313190	62314008
scaffold_1787	818	chrUn	62315009	62315826
scaffold_1788	818	chrUn	62316827	62317644
scaffold_1789	817	chrUn	62318645	62319461
scaffold_1790	817	chrUn	62320462	62321278
scaffold_1791	815	chrUn	62322279	62323093
scaffold_1792	813	chrUn	62324094	62324906
scaffold_1793	812	chrUn	62325907	62326718
scaffold_1794	810	chrUn	62327719	62328528
scaffold_1795	810	chrUn	62329529	62330338
scaffold_1796	810	chrUn	62331339	62332148
scaffold_1797	809	chrUn	62333149	62333957
scaffold_1798	808	chrUn	62334958	62335765
scaffold_1799	806	chrUn	62336766	62337571
scaffold_1800	805	chrUn	62338572	62339376
scaffold_1801	804	chrUn	62340377	62341180
scaffold_1802	802	chrUn	62342181	62342982
scaffold_1803	802	chrUn	62343983	62344784
scaffold_1804	800	chrUn	62345785	62346584
scaffold_1805	797	chrUn	62347585	62348381
scaffold_1806	793	chrUn	62349382	62350174
scaffold_1807	793	chrUn	62351175	62351967
scaffold_1808	793	chrUn	62352968	62353760
scaffold_1809	792	chrUn	62354761	62355552
scaffold_1810	789	chrUn	62356553	62357341
scaffold_1811	787	chrUn	62358342	62359128
scaffold_1812	787	chrUn	62360129	62360915
scaffold_1813	786	chrUn	62361916	62362701
scaffold_1814	785	chrUn	62363702	62364486
scaffold_1815	784	chrUn	62365487	62366270
scaffold_1816	784	chrUn	62367271	62368054
scaffold_1817	782	chrUn	62369055	62369836
scaffold_1818	775	chrUn	62370837	62371611
scaffold_1819	774	chrUn	62372612	62373385
scaffold_1820	774	chrUn	62374386	62375159
scaffold_1821	774	chrUn	62376160	62376933
scaffold_1822	772	chrUn	62376934	62377705
scaffold_1823	770	chrUn	62378706	62379475
scaffold_1824	765	chrUn	62380476	62381240
scaffold_1825	764	chrUn	62382241	62383004
scaffold_1826	762	chrUn	62384005	62384766
scaffold_1827	758	chrUn	62385767	62386524
scaffold_1828	757	chrUn	62387525	62388281
scaffold_1829	756	chrUn	62389282	62390037
scaffold_1830	755	chrUn	62391038	62391792
scaffold_1831	754	chrUn	62392793	62393546
scaffold_1832	753	chrUn	62394547	62395299
scaffold_1833	748	chrUn	62396300	62397047
scaffold_1834	746	chrUn	62398048	62398793
scaffold_1835	741	chrUn	62399794	62400534
scaffold_1836	739	chrUn	62401535	62402273
scaffold_1837	739	chrUn	62403274	62404012
scaffold_1838	738	chrUn	62405013	62405750
scaffold_1839	737	chrUn	62406751	62407487
scaffold_1840	735	chrUn	62408488	62409222
scaffold_1841	735	chrUn	62410223	62410957
scaffold_1842	729	chrUn	62411958	62412686
scaffold_1843	725	chrUn	62413687	62414411
scaffold_1844	724	chrUn	62415412	62416135
scaffold_1845	723	chrUn	62417136	62417858
scaffold_1846	721	chrUn	62418859	62419579
scaffold_1847	720	chrUn	62420580	62421299
scaffold_1848	717	chrUn	62422300	62423016
scaffold_1849	716	chrUn	62424017	62424732
scaffold_1850	712	chrUn	62425733	62426444
scaffold_1851	712	chrUn	62427445	62428156
scaffold_1852	712	chrUn	62429157	62429868
scaffold_1853	711	chrUn	62430869	62431579
scaffold_1854	710	chrUn	62432580	62433289
scaffold_1855	699	chrUn	62434290	62434988
scaffold_1856	695	chrUn	62435989	62436683
scaffold_1857	695	chrUn	62437684	62438378
scaffold_1858	694	chrUn	62439379	62440072
scaffold_1859	691	chrUn	62441073	62441763
scaffold_1860	690	chrUn	62442764	62443453
scaffold_1861	685	chrUn	62444454	62445138
scaffold_1862	680	chrUn	62446139	62446818
scaffold_1863	677	chrUn	62447819	62448495
scaffold_1864	672	chrUn	62449496	62450167
scaffold_1865	670	chrUn	62451168	62451837
scaffold_1866	658	chrUn	62452838	62453495
scaffold_1867	652	chrUn	62454496	62455147
scaffold_1868	649	chrUn	62456148	62456796
scaffold_1869	646	chrUn	62457797	62458442
scaffold_1870	642	chrUn	62459443	62460084
scaffold_1871	623	chrUn	62461085	62461707
scaffold_1872	617	chrUn	62462708	62463324
scaffold_1873	611	chrUn	62464325	62464935
scaffold_1874	607	chrUn	62465936	62466542
scaffold_1875	606	chrUn	62467543	62468148
scaffold_1876	603	chrUn	62469149	62469751
scaffold_1877	602	chrUn	62470752	62471353
scaffold_1878	598	chrUn	62472354	62472951
scaffold_1879	597	chrUn	62473952	62474548
scaffold_1880	596	chrUn	62475549	62476144
scaffold_1881	593	chrUn	62477145	62477737
scaffold_1882	590	chrUn	62478738	62479327
scaffold_1883	578	chrUn	62480328	62480905
scaffold_1884	577	chrUn	62481906	62482482
scaffold_1885	577	chrUn	62483483	62484059
scaffold_1886	572	chrUn	62485060	62485631
scaffold_1887	565	chrUn	62486632	62487196
scaffold_1888	564	chrUn	62488197	62488760
scaffold_1889	563	chrUn	62489761	62490323
scaffold_1890	557	chrUn	62491324	62491880
scaffold_1891	523	chrUn	62492881	62493403
scaffold_1892	514	chrUn	62494404	62494917
scaffold_1893	501	chrUn	62495918	62496418
scaffold_1894	490	chrUn	62497419	62497908
scaffold_1895	455	chrUn	62498909	62499363
scaffold_1896	439	chrUn	62500364	62500802
scaffold_1897	438	chrUn	62501803	62502240
scaffold_1898	436	chrUn	62503241	62503676
scaffold_1899	435	chrUn	62504677	62505111
scaffold_1900	427	chrUn	62506112	62506538
